State,District,N,OC,P,K,ACIDIC,NEUTRAL,BASIC
RAJASTHAN,CHURU,0.0,99.36,96.03,1.61,0.07,0.06,99.85
RAJASTHAN,DAUSA,0.0,95.07,21.56,3.55,0.5700000000000001,0.68,98.76
RAJASTHAN,DHAULPUR,100.0,93.23,25.04,23.24,0.11000000000000001,0.24,99.64
RAJASTHAN,DUNGARPUR,100.0,45.44,12.03,7.67,0.78,0.46,98.75
RAJASTHAN,GANGANAGAR,100.0,94.83,24.63,1.99,0.13,0.12,99.74000000000001
RAJASTHAN,HANUMANGARH,100.0,96.92,31.83,6.95,0.05,0.02,99.93
RAJASTHAN,JAIPUR,83.34,85.78,29.27,26.09,0.22999999999999998,0.41,99.36000000000001
RAJASTHAN,JAISALMER,0.0,99.77,0.51,1.03,0.03,0.05,99.91
RAJASTHAN,JALORE,0.0,91.55,10.96,11.55,0.25,0.23,99.50999999999999
RAJASTHAN,JHALAWAR,0.0,65.1,15.45,5.02,0.06999999999999999,0.09,99.85
RAJASTHAN,JHUNJHUNU,0.0,91.67,8.55,23.06,0.16,0.32,99.50999999999999
RAJASTHAN,JODHPUR,100.0,94.53,6.83,5.56,0.21,0.17,99.62
RAJASTHAN,KARAULI,0.0,56.11,20.03,6.33,0.88,2.46,96.64
RAJASTHAN,KOTA,100.0,52.33,20.33,2.63,0.56,0.14,99.31
RAJASTHAN,NAGAUR,100.0,94.0,30.92,12.83,0.36000000000000004,0.14,99.50999999999999
RAJASTHAN,PALI,88.89,91.36,16.82,1.28,0.8300000000000001,0.22,98.94999999999999
RAJASTHAN,PRATAPGARH,0.0,64.72,4.91,2.94,5.58,0.09,94.33
RAJASTHAN,RAJSAMAND,0.0,55.97,19.52,4.01,2.43,2.22,95.35
RAJASTHAN,SAWAI MADHOPUR,0.0,94.47,39.06,1.76,0.23,1.03,98.75
RAJASTHAN,SIKAR,0.0,97.65,18.76,35.34,0.07,0.05,99.88
RAJASTHAN,SIROHI,100.0,73.47,4.32,1.37,0.6299999999999999,1.6,97.78
RAJASTHAN,TONK,100.0,91.53,4.06,8.29,0.3,0.24,99.46
RAJASTHAN,UDAIPUR,100.0,48.05,32.12,3.29,1.73,5.24,93.02
SIKKIM,EAST SIKKIM,28.06,0.21,42.82,2.36,93.61999999999999,2.76,3.62
SIKKIM,NORTH SIKKIM,37.07,0.15,54.11,1.35,84.91,5.53,9.57
SIKKIM,SOUTH SIKKIM,27.7,0.56,33.83,4.48,99.84,0.03,0.13
SIKKIM,WEST SIKKIM,27.18,0.21,46.37,4.58,91.6,3.67,4.73
TAMIL NADU,ARIYALUR,99.93,76.59,41.61,66.37,17.95,3.25,78.81
TAMIL NADU,COIMBATORE,99.56,93.66,98.47,6.19,10.79,5.06,84.17
TAMIL NADU,CUDDALORE,99.83,97.41,40.9,54.78,31.47,4.08,64.45
TAMIL NADU,DHARMAPURI,99.7,98.4,54.1,34.98,6.96,3.47,89.57000000000001
TAMIL NADU,DINDIGUL,89.68,83.32,32.92,8.02,6.74,5.54,87.72
TAMIL NADU,ERODE,98.75,88.88,86.83,22.47,10.52,2.28,87.18
TAMIL NADU,KANCHIPURAM,99.68,92.48,12.49,68.08,30.130000000000003,6.43,63.44
TAMIL NADU,KANNIYAKUMARI,95.01,76.11,45.07,58.18,90.63,1.66,7.71
TAMIL NADU,KARUR,98.43,40.63,66.15,18.58,6.66,1.58,91.77
TAMIL NADU,KRISHNAGIRI,99.09,93.24,48.94,31.74,42.25,5.56,52.19
TAMIL NADU,MADURAI,95.98,53.02,27.61,26.55,19.689999999999998,0.67,79.64
TAMIL NADU,NAGAPATTINAM,99.87,69.62,8.1,29.83,41.72,5.06,53.220000000000006
TAMIL NADU,NAMAKKAL,95.45,86.28,53.62,23.09,8.3,0.43,91.26
TAMIL NADU,PERAMBALUR,99.93,77.07,87.73,21.22,0.9199999999999999,0.37,98.71000000000001
TAMIL NADU,PUDUKKOTTAI,98.9,86.4,42.91,63.32,54.54,1.99,43.47
TAMIL NADU,RAMANATHAPURAM,99.71,85.43,38.52,14.5,38.02,0.63,61.35
TAMIL NADU,SALEM,95.33,94.79,80.58,16.95,10.96,2.56,86.49
TAMIL NADU,SIVAGANGA,98.34,94.43,33.06,17.11,62.650000000000006,2.43,34.919999999999995
TAMIL NADU,THANJAVUR,99.49,54.88,8.84,65.25,25.89,8.41,65.71000000000001
TAMIL NADU,THE NILGIRIS,96.57,24.44,29.43,55.89,97.48,0.52,1.99
TAMIL NADU,THENI,99.85,99.79,64.7,22.68,13.0,2.45,84.55
TAMIL NADU,THIRUVALLUR,99.83,84.1,24.09,40.56,56.68,6.88,36.43
TAMIL NADU,THIRUVARUR,99.95,80.8,22.24,28.53,34.47,4.69,60.83
TAMIL NADU,TIRUCHIRAPPALLI,99.93,87.74,59.1,18.1,9.600000000000001,1.78,88.63
TAMIL NADU,TIRUNELVELI,99.38,84.61,18.44,18.31,33.53,3.49,62.99
TAMIL NADU,TIRUPPUR,96.79,73.67,76.93,8.54,2.52,2.1,95.39999999999999
TAMIL NADU,TIRUVANNAMALAI,94.51,88.04,64.07,61.89,15.879999999999999,8.89,75.23
TAMIL NADU,THOOTHUKUDI,99.93,77.5,74.04,8.48,12.620000000000001,0.43,86.94
TAMIL NADU,VELLORE,89.36,71.93,80.04,29.65,12.45,0.42,87.13
TAMIL NADU,VILLUPURAM,99.42,73.87,35.16,48.65,17.83,5.04,77.14999999999999
TAMIL NADU,VIRUDHUNAGAR,99.08,89.1,73.53,14.59,8.950000000000001,1.01,90.03
TELANGANA,ADILABAD,81.39,93.29,96.5,37.11,13.64,0.39,85.98
TELANGANA,BHADRADRI KOTHAGUDEM,69.01,37.33,57.33,24.0,81.08,1.35,17.57
TELANGANA,JAGITIAL,75.96,76.77,20.54,28.74,15.43,2.53,82.03
TELANGANA,JANGOAN,81.42,62.08,21.26,16.77,75.66,0.23,24.11
TELANGANA,JAYASHANKAR BHUPALAPALLY,80.26,61.81,27.49,12.7,6.77,2.9,90.34
TELANGANA,JOGULAMBA GADWAL,90.4,48.68,16.55,41.87,24.490000000000002,0.22,75.28
TELANGANA,KAMAREDDY,70.98,50.76,29.48,25.93,20.259999999999998,34.48,45.26
TELANGANA,KARIMNAGAR,63.48,73.36,5.65,3.41,14.48,1.6,83.92
TELANGANA,KHAMMAM,96.26,57.86,26.61,45.77,21.64,1.0,77.36
TELANGANA,KUMURAM BHEEM ASIFABAD,69.83,85.31,40.46,13.3,17.37,0.74,81.88999999999999
TELANGANA,MAHABUBABAD,82.77,57.25,31.78,24.06,77.28,4.55,18.18
TELANGANA,MAHBUBNAGAR,96.01,56.46,0.57,11.22,25.53,1.42,73.05
TELANGANA,MANCHERIAL,67.44,74.19,30.07,9.18,12.71,0.66,86.61
TELANGANA,MEDAK,96.9,23.58,7.58,0.68,39.58,7.57,52.84
TELANGANA,MEDCHAL MALKAJGIRI,87.66,48.08,8.48,22.94,20.0,0.0,80.0
TELANGANA,MULUGU,86.66,86.67,26.66,13.33,40.0,6.67,53.33
TELANGANA,NAGARKURNOOL,78.35,58.92,9.5,20.47,57.699999999999996,0.0,42.31
TELANGANA,NALGONDA,42.48,59.78,24.06,7.14,12.450000000000001,1.51,86.03999999999999
TELANGANA,NARAYANAPET,90.68,52.24,12.87,21.12,51.760000000000005,1.3,46.93
TELANGANA,NIRMAL,66.81,76.83,54.46,31.88,24.630000000000003,0.27,75.11
TELANGANA,NIZAMABAD,99.67,99.11,1.0,75.51,0.51,0.0,99.48
TELANGANA,PEDDAPALLI,71.78,71.53,20.94,13.51,8.61,4.0,87.38
TELANGANA,RAJANNA SIRCILLA,82.37,60.39,11.51,23.71,12.600000000000001,1.6,85.81
TELANGANA,RANGAREDDI,96.55,60.52,3.88,43.04,23.91,1.29,74.79
TELANGANA,SANGAREDDY,89.3,47.87,11.04,23.54,24.089999999999996,4.22,71.67999999999999
TELANGANA,SIDDIPET,80.83,55.16,13.83,13.01,16.5,3.34,80.16
TELANGANA,SURYAPET,69.37,58.82,25.34,26.46,30.57,0.0,69.43
TELANGANA,VIKARABAD,94.41,56.41,5.77,25.13,17.78,0.37,81.85
TELANGANA,WANAPARTHY,91.35,57.26,6.31,20.39,46.15,0.0,53.85
TELANGANA,WARANGAL RURAL,89.6,66.13,24.82,12.03,53.58,10.71,35.71
TELANGANA,WARANGAL URBAN,96.43,75.0,17.85,0.0,16.18,1.73,82.1
TELANGANA,WARANGAL,93.01,70.56,21.33,6.01,34.89,6.22,58.910000000000004
TELANGANA,YADADRI BHUVANAGIRI,69.52,60.15,13.97,25.09,58.34,0.0,41.66
DADRA AND NAGAR HAVELI,DADRA AND NAGAR HAVELI,0.0,38.35,69.95,0.72,50.83,0.27,48.900000000000006
TRIPURA,DHALAI,50.0,21.91,46.54,81.15,99.64,0.0,0.35
TRIPURA,GOMATI,63.26,38.93,54.65,74.36,94.91,1.59,3.4899999999999998
TRIPURA,KHOWAI,15.39,18.72,51.77,87.15,99.16,0.0,0.84
TRIPURA,NORTH TRIPURA,100.0,25.89,52.98,85.18,99.93,0.0,0.08
TRIPURA,SEPAHIJALA,64.82,25.04,54.93,81.97,100.00999999999999,0.0,0.0
TRIPURA,SOUTH TRIPURA,50.0,16.37,58.62,82.06,99.92,0.0,0.07
TRIPURA,UNAKOTI,5.88,13.7,55.08,88.29,100.0,0.0,0.0
TRIPURA,WEST TRIPURA,20.7,14.89,56.48,87.33,99.7,0.0,0.3
UTTAR PRADESH,AGRA,99.6,93.61,90.55,4.03,2.2199999999999998,5.02,92.75
UTTAR PRADESH,ALIGARH,97.6,96.48,98.21,7.72,1.3599999999999999,6.75,91.89
UTTAR PRADESH,ALLAHABAD,97.36,95.73,96.47,5.4,3.78,4.32,91.89
UTTAR PRADESH,AMBEDKAR NAGAR,99.82,97.74,94.62,38.02,2.2199999999999998,3.25,94.52
UTTAR PRADESH,AMETHI,53.3,89.36,97.58,22.16,26.27,3.55,70.18
UTTAR PRADESH,AMROHA,99.81,91.16,93.27,24.08,4.130000000000001,12.12,83.75
UTTAR PRADESH,AURAIYA,99.88,95.28,96.43,1.02,0.06,6.45,93.48
UTTAR PRADESH,AYODHYA,99.83,98.64,98.87,2.55,4.84,0.2,94.96000000000001
UTTAR PRADESH,AZAMGARH,99.53,81.67,93.51,31.25,0.38,0.6,99.00999999999999
UTTAR PRADESH,BAGHPAT,99.93,94.11,93.62,58.6,0.8400000000000001,1.16,98.0
UTTAR PRADESH,BAHRAICH,99.9,91.5,99.54,0.62,8.42,4.58,87.0
UTTAR PRADESH,BALLIA,100.0,99.16,99.7,34.61,0.02,6.55,93.41
UTTAR PRADESH,BALRAMPUR,99.73,83.73,94.2,48.42,1.8599999999999999,16.23,81.92
UTTAR PRADESH,BANDA,99.82,92.42,93.35,58.01,3.39,35.7,60.9
UTTAR PRADESH,BARABANKI,98.84,95.53,95.71,27.81,12.16,4.75,83.09
UTTAR PRADESH,BAREILLY,99.9,93.03,77.87,48.66,2.79,7.73,89.47
UTTAR PRADESH,BASTI,99.8,95.13,96.93,5.96,14.55,11.71,73.74000000000001
UTTAR PRADESH,BIJNOR,99.37,93.29,97.45,24.84,1.1600000000000001,5.04,93.79
UTTAR PRADESH,BUDAUN,99.76,64.52,72.88,39.82,17.63,12.1,70.27000000000001
UTTAR PRADESH,BULANDSHAHR,99.75,93.27,98.36,16.54,7.209999999999999,3.81,88.98
UTTAR PRADESH,CHANDAULI,98.59,97.24,98.45,24.52,3.58,5.79,90.61
UTTAR PRADESH,CHITRAKOOT,99.77,79.04,97.08,47.93,0.87,17.68,81.44
UTTAR PRADESH,DEORIA,99.61,84.71,95.11,7.0,1.7600000000000002,9.65,88.58999999999999
UTTAR PRADESH,ETAH,99.79,96.14,99.47,0.78,2.65,0.33,97.03
UTTAR PRADESH,ETAWAH,99.58,97.42,98.32,31.66,0.16,1.46,98.38
UTTAR PRADESH,FARRUKHABAD,99.96,96.3,94.44,4.95,0.8500000000000001,5.22,93.92999999999999
UTTAR PRADESH,FATEHPUR,98.11,97.07,93.92,4.2,5.119999999999999,7.87,87.01
UTTAR PRADESH,FIROZABAD,98.61,93.18,80.3,18.85,3.84,1.38,94.78
UTTAR PRADESH,GAUTAM BUDDHA NAGAR,99.85,79.94,97.91,12.6,0.45999999999999996,0.04,99.48
UTTAR PRADESH,GHAZIABAD,99.94,85.03,95.02,10.09,0.51,1.9,97.60000000000001
UTTAR PRADESH,GHAZIPUR,99.84,92.96,97.16,42.68,0.15999999999999998,2.32,97.51
UTTAR PRADESH,GONDA,97.52,95.44,95.2,49.47,1.35,3.72,94.92999999999999
UTTAR PRADESH,GORAKHPUR,99.87,78.73,97.51,38.7,5.4,8.0,86.6
UTTAR PRADESH,HAMIRPUR,99.94,87.08,90.76,20.59,1.05,7.74,91.22
UTTAR PRADESH,HAPUR,99.85,86.67,85.88,29.63,5.89,2.8,91.30000000000001
UTTAR PRADESH,HARDOI,99.77,96.62,36.88,0.62,0.09999999999999999,0.03,99.86
UTTAR PRADESH,HATHRAS,99.78,95.27,99.13,23.48,3.02,2.06,94.91
UTTAR PRADESH,JALAUN,99.49,75.75,98.11,1.13,11.17,8.7,80.13
UTTAR PRADESH,JAUNPUR,99.23,6.8,98.24,44.39,1.27,1.59,97.14
UTTAR PRADESH,JHANSI,99.77,79.36,94.1,2.44,2.08,12.21,85.7
UTTAR PRADESH,KANNAUJ,99.93,98.96,98.98,1.57,3.27,3.73,93.0
UTTAR PRADESH,KANPUR DEHAT,99.87,93.31,94.12,8.44,1.72,1.73,96.55000000000001
UTTAR PRADESH,KANPUR NAGAR,99.93,91.61,97.54,1.83,0.24,0.32,99.45
UTTAR PRADESH,KASGANJ,99.81,92.63,94.64,5.22,7.08,5.23,87.69
UTTAR PRADESH,KAUSHAMBI,95.32,92.51,91.86,9.73,6.13,2.87,91.00999999999999
UTTAR PRADESH,LAKHIMPUR KHERI,99.62,97.71,98.1,6.2,7.54,0.49,91.97999999999999
UTTAR PRADESH,KUSHI NAGAR,99.74,91.43,89.45,37.97,1.31,4.59,94.10000000000001
UTTAR PRADESH,LALITPUR,99.32,78.44,97.24,1.88,3.64,9.59,86.77000000000001
UTTAR PRADESH,LUCKNOW,99.58,58.53,74.76,8.8,2.74,3.05,94.2
UTTAR PRADESH,MAHARAJGANJ,99.78,51.46,97.16,26.77,2.84,5.35,91.83
UTTAR PRADESH,MAHOBA,99.83,94.04,96.45,5.49,4.619999999999999,13.37,82.01
UTTAR PRADESH,MAINPURI,99.28,91.86,91.26,14.76,1.68,0.72,97.60000000000001
UTTAR PRADESH,MATHURA,99.83,70.02,65.99,4.68,0.97,0.5,98.53
UTTAR PRADESH,MAU,99.77,87.45,96.6,30.85,1.2900000000000003,0.33,98.38
UTTAR PRADESH,MEERUT,99.87,90.8,95.67,28.41,1.11,1.77,97.12
UTTAR PRADESH,MIRZAPUR,99.09,77.89,86.61,16.66,11.9,3.67,84.42999999999999
UTTAR PRADESH,MORADABAD,99.57,78.91,85.17,32.33,7.73,10.21,82.06
UTTARAKHAND,ALMORA,100.0,21.49,51.87,3.77,43.41,11.33,45.26
UTTARAKHAND,BAGESHWAR,100.0,21.37,10.28,11.05,64.25,6.48,29.27
UTTARAKHAND,CHAMOLI,100.0,10.26,6.6,14.19,60.849999999999994,36.53,2.63
UTTARAKHAND,CHAMPAWAT,100.0,14.86,13.78,20.61,66.28999999999999,2.74,30.96
UTTARAKHAND,DEHRADUN,34.34,5.42,7.35,29.1,44.32,2.38,53.300000000000004
UTTARAKHAND,HARIDWAR,97.94,58.31,15.79,22.5,9.870000000000001,10.04,80.09
UTTARAKHAND,NAINITAL,99.98,11.66,34.41,32.17,13.7,6.27,80.03999999999999
UTTARAKHAND,PAURI GARHWAL,95.65,15.69,2.91,1.24,20.91,5.48,73.61999999999999
UTTARAKHAND,PITHORAGARH,100.0,22.69,17.88,17.65,57.769999999999996,3.92,38.309999999999995
UTTARAKHAND,RUDRA PRAYAG,97.5,6.85,1.16,47.3,46.21,15.15,38.64
UTTARAKHAND,TEHRI GARHWAL,96.67,20.33,27.08,20.96,77.74,8.33,13.94
UTTARAKHAND,UDHAM SINGH NAGAR,99.38,70.3,60.08,48.28,1.1500000000000001,0.61,98.23
UTTARAKHAND,UTTAR KASHI,48.84,2.79,1.28,49.09,94.4,1.86,3.7199999999999998
WEST BENGAL,24 PARAGANAS NORTH,59.6,59.59,0.0,6.06,26.26,5.05,68.69
WEST BENGAL,24 PARAGANAS SOUTH,27.52,25.47,6.6,21.37,86.50999999999999,0.74,12.76
WEST BENGAL,ALIPURDUAR,78.26,27.91,3.53,46.51,98.66,0.44,0.9099999999999999
WEST BENGAL,BANKURA,17.79,16.91,1.06,5.46,97.41000000000001,0.32,2.27
WEST BENGAL,BARDHAMAN,36.93,20.89,14.73,47.93,85.61999999999999,1.62,12.75
WEST BENGAL,BIRBHUM,63.9,63.07,3.73,10.79,43.57,6.22,50.21
WEST BENGAL,COOCHBEHAR,55.42,33.93,2.38,52.98,98.78999999999999,0.0,1.21
WEST BENGAL,DARJEELING,100.0,0.0,0.0,26.47,100.0,0.0,0.0
WEST BENGAL,DINAJPUR DAKSHIN,16.98,15.1,5.66,0.0,0.0,5.66,94.34
WEST BENGAL,DINAJPUR UTTAR,100.0,0.0,0.0,25.0,100.0,0.0,0.0
WEST BENGAL,HOOGHLY,33.71,26.88,0.65,1.2,94.03,0.19,5.79
WEST BENGAL,HOWRAH,14.66,26.66,73.33,5.33,92.0,1.33,6.67
WEST BENGAL,JALPAIGURI,78.08,18.55,5.28,37.64,94.94000000000001,0.77,4.29
WEST BENGAL,KALIMPONG,0.0,0.0,0.0,100.0,100.0,0.0,0.0
WEST BENGAL,MALDAH,73.33,72.88,3.62,9.8,46.16,2.47,51.379999999999995
WEST BENGAL,MEDINIPUR EAST,100.0,100.0,0.0,33.33,0.0,0.0,100.0
WEST BENGAL,MEDINIPUR WEST,95.26,36.05,4.24,3.91,6.8500000000000005,3.26,89.9
WEST BENGAL,MURSHIDABAD,16.28,39.48,0.62,21.2,41.35,0.63,58.03
WEST BENGAL,NADIA,31.68,41.45,0.66,23.57,16.5,1.83,81.67
WEST BENGAL,PURULIA,50.27,50.29,11.25,2.59,99.98,0.0,0.02
ANDHRA PRADESH,CUDDAPAH,95.09,44.85,12.32,34.12,0.0,100.0,0.0
ARUNACHAL PRADESH,ANJAW,3.79,13.39,83.09,18.16,98.58,0.46,0.97
ARUNACHAL PRADESH,LONGDING,53.7,20.86,94.06,65.19,96.50000000000001,0.17,3.34
ARUNACHAL PRADESH,TIRAP,58.33,27.22,98.11,78.63,90.42,0.38,9.22
ARUNACHAL PRADESH,NAMSAI,27.94,24.5,88.98,44.26,87.11,0.58,12.33
ASSAM,DIMA HASAO,51.39,16.25,74.77,54.83,93.19,0.12,6.6899999999999995
BIHAR,JEHANABAD,30.2,25.66,22.58,36.64,27.57,2.33,70.10000000000001
BIHAR,LAKHISARAI,73.34,45.99,10.61,12.29,30.24,3.83,65.92
MAHARASHTRA,MUMBAI,16.83,11.81,19.11,8.18,71.44,4.0,24.57
BIHAR,SHEOHAR,81.72,35.07,12.38,52.43,23.86,0.21,75.92
JHARKHAND,DEOGHAR,86.25,66.06,42.66,61.67,23.86,0.21,75.92
MANIPUR,CHURACHANDPUR,66.67,19.54,72.41,100.0,79.3,0.0,20.69
MANIPUR,IMPHAL EAST,66.67,0.0,66.67,86.42,82.72,0.0,17.28
MANIPUR,IMPHAL WEST,55.56,0.0,55.56,95.47,94.24,0.0,5.76
MANIPUR,SENAPATI,42.13,13.81,74.85,43.79,76.65,0.12,23.220000000000002
PUDUCHERRY,MAHE,100.0,17.15,43.63,32.21,94.65,1.31,4.07
PUDUCHERRY,YANAM,95.82,24.8,13.7,18.62,0.0,100.0,0.0
UTTAR PRADESH,MUZAFFARNAGAR,99.76,85.86,91.29,81.24,0.95,0.12,98.93
UTTAR PRADESH,PILIBHIT,99.95,83.75,94.35,72.9,0.08,0.74,99.19
UTTAR PRADESH,PRATAPGARH,99.6,96.4,97.01,4.36,2.65,6.37,90.97
UTTAR PRADESH,RAE BARELI,99.71,88.98,87.17,11.76,3.2800000000000002,2.08,94.65
UTTAR PRADESH,RAMPUR,99.77,94.25,97.9,32.58,2.7199999999999998,8.25,89.03
UTTAR PRADESH,SAHARANPUR,99.94,94.07,98.49,49.35,0.98,0.02,99.0
UTTAR PRADESH,SAMBHAL,99.49,97.41,98.34,20.05,6.82,17.42,75.77
UTTAR PRADESH,SANT KABIR NAGAR,99.79,92.21,64.04,21.73,12.77,6.27,80.97
UTTAR PRADESH,SANT RAVIDAS NAGAR,98.78,95.21,94.67,8.22,0.7899999999999999,1.67,97.54
UTTAR PRADESH,SHAHJAHANPUR,99.77,94.22,96.36,26.8,13.260000000000002,7.93,78.82
UTTAR PRADESH,SHAMLI,100.0,92.36,98.99,20.61,1.6,0.81,97.6
UTTAR PRADESH,SHRAVASTI,21.25,95.28,97.85,10.99,24.919999999999998,4.59,70.5
UTTAR PRADESH,SIDDHARTH NAGAR,99.78,62.13,34.34,6.44,27.720000000000002,15.33,56.94
UTTAR PRADESH,SITAPUR,99.34,92.91,83.45,39.53,2.21,4.31,93.47999999999999
UTTAR PRADESH,SONBHADRA,41.9,86.84,97.41,0.62,13.879999999999999,1.84,84.28
UTTAR PRADESH,SULTANPUR,99.83,94.26,80.08,21.47,1.8699999999999999,1.66,96.47
UTTAR PRADESH,UNNAO,99.77,83.15,92.41,1.0,0.33,0.08,99.6
UTTAR PRADESH,VARANASI,99.82,84.18,78.56,8.6,0.59,1.0,98.42
TELANGANA,HYDERABAD,79.59,57.04,11.67,16.74,37.11,1.67,61.24
